city,state,soil_type,N,P,K,temperature,humidity,ph,rainfall,season,month,label
siliguri,west_bengal,laterite,63,47,59,26.2,76.5,5.9,343.0,Kharif,9,rice
mahendragarh,haryana,sandy_loam,36,31,37,29.1,31.1,7.6,79.1,Rabi,12,gram
nagpur,maharashtra,black,67,62,55,33.0,60.7,6.5,185.0,Kharif,8,soybean
amritsar,punjab,alluvial,99,48,63,12.1,54.3,6.9,106.3,Kharif,6,rice
jodhpur,rajasthan,sandy,44,18,39,37.9,34.9,7.7,76.3,Kharif,6,millets
chennai,tamil_nadu,clay,64,51,71,26.5,69.1,7.0,141.1,Annual,9,banana
jodhpur,rajasthan,sandy,33,22,24,38.7,23.5,8.3,16.6,Kharif,7,millets
kochi,kerala,loamy,94,37,62,25.4,87.4,6.4,442.3,Kharif,6,rice
amritsar,punjab,alluvial,95,44,46,13.9,40.0,6.5,71.4,Kharif,7,maize
madurai,tamil_nadu,loamy,55,49,36,31.4,58.9,6.5,81.0,Annual,4,sugarcane
thiruvananthapuram,kerala,laterite,51,31,57,29.5,82.4,6.3,239.9,Annual,2,coconut
chennai,tamil_nadu,clay,77,46,55,34.1,74.3,6.1,162.1,Annual,3,sugarcane
chennai,tamil_nadu,clay,100,39,49,33.0,71.3,6.7,179.9,Kharif,6,groundnut
kochi,kerala,loamy,79,46,66,25.4,77.7,5.6,324.0,Annual,3,pepper
nagpur,maharashtra,black,78,35,56,33.0,57.8,6.7,84.1,Kharif,7,cotton
ludhiana,punjab,alluvial,72,46,39,18.3,52.9,7.2,82.3,Rabi,11,wheat
jaipur,rajasthan,sandy,59,27,34,35.3,20.1,8.4,35.1,Kharif,7,bajra
mahendragarh,haryana,sandy_loam,40,27,48,30.1,48.9,7.1,66.9,Rabi,1,wheat
siliguri,west_bengal,laterite,55,35,49,21.2,67.8,5.1,249.0,Kharif,6,maize
amritsar,punjab,alluvial,71,65,49,12.6,48.8,6.7,133.4,Kharif,6,rice
madurai,tamil_nadu,loamy,60,32,38,24.7,70.3,6.6,184.1,Annual,3,banana
jaipur,rajasthan,sandy,56,19,25,22.6,39.1,7.4,107.0,Kharif,9,bajra
kochi,kerala,loamy,81,37,71,24.8,77.5,6.3,441.1,Annual,12,banana
jaipur,rajasthan,sandy,41,24,27,29.0,44.5,7.2,42.6,Kharif,9,bajra
nagpur,maharashtra,black,71,46,49,19.7,45.9,6.1,85.4,Kharif,7,soybean
chennai,tamil_nadu,clay,69,58,41,31.0,64.2,7.2,215.6,Kharif,6,groundnut
jaipur,rajasthan,sandy,26,21,41,24.0,34.2,7.5,29.4,Kharif,9,bajra
amritsar,punjab,alluvial,75,60,49,22.7,44.0,7.1,156.5,Kharif,9,rice
madurai,tamil_nadu,loamy,72,52,46,29.6,58.8,6.4,98.4,Annual,5,sugarcane
ludhiana,punjab,alluvial,104,58,59,30.7,45.1,6.9,182.1,Rabi,1,wheat
thiruvananthapuram,kerala,laterite,88,55,52,31.1,74.6,5.8,354.1,Kharif,8,tapioca
jodhpur,rajasthan,sandy,33,24,27,44.0,37.2,8.0,28.8,Kharif,7,pulses
jaipur,rajasthan,sandy,57,38,27,29.6,34.7,8.5,117.7,Rabi,11,barley
ludhiana,punjab,alluvial,88,59,57,23.3,42.6,6.8,57.6,Rabi,2,wheat
chennai,tamil_nadu,clay,93,59,52,28.7,83.9,6.9,221.7,Annual,12,banana
thiruvananthapuram,kerala,laterite,67,47,43,28.1,74.9,6.4,188.6,Annual,4,coconut
amritsar,punjab,alluvial,106,70,51,17.7,43.2,6.7,125.7,Rabi,12,wheat
mahendragarh,haryana,sandy_loam,35,21,43,28.2,47.5,7.7,132.6,Rabi,11,barley
kolkata,west_bengal,alluvial,88,36,64,23.0,61.8,6.0,213.4,Kharif,6,jute
pune,maharashtra,black,79,37,42,26.6,35.1,6.5,167.5,Kharif,9,sorghum
chennai,tamil_nadu,clay,76,38,65,33.6,55.7,7.4,224.6,Annual,2,sugarcane
siliguri,west_bengal,laterite,81,32,39,23.9,65.0,5.7,316.3,Kharif,7,maize
madurai,tamil_nadu,loamy,95,49,36,27.0,63.5,6.7,122.0,Kharif,9,groundnut
lucknow,uttar_pradesh,alluvial,90,38,47,16.4,42.0,7.4,215.0,Kharif,9,rice
chennai,tamil_nadu,clay,103,42,55,29.2,81.7,7.1,121.5,Annual,5,banana
jaipur,rajasthan,sandy,58,17,30,22.0,33.1,8.0,89.4,Kharif,6,bajra
kolkata,west_bengal,alluvial,84,48,65,24.3,89.2,6.2,166.8,Annual,3,tea
lucknow,uttar_pradesh,alluvial,64,41,41,18.4,49.6,6.6,65.7,Kharif,6,sugarcane
kolkata,west_bengal,alluvial,69,48,62,23.8,72.1,6.4,248.9,Kharif,8,jute
ludhiana,punjab,alluvial,87,68,50,27.5,64.3,7.2,130.9,Rabi,12,wheat
ludhiana,punjab,alluvial,84,56,44,24.1,63.0,7.5,72.4,Kharif,7,rice
siliguri,west_bengal,laterite,71,36,51,26.5,72.4,6.0,331.0,Annual,1,tea
jaipur,rajasthan,sandy,37,28,29,23.5,42.9,7.5,65.4,Kharif,8,bajra
mahendragarh,haryana,sandy_loam,35,34,23,34.8,42.4,7.1,111.2,Kharif,6,bajra
ludhiana,punjab,alluvial,74,60,35,29.2,69.2,6.8,52.7,Rabi,2,wheat
madurai,tamil_nadu,loamy,52,31,49,29.8,55.5,6.3,137.2,Annual,2,banana
mahendragarh,haryana,sandy_loam,60,22,36,13.6,23.5,7.1,134.3,Rabi,12,wheat
amritsar,punjab,alluvial,106,63,64,23.3,37.1,6.6,43.5,Rabi,12,wheat
nagpur,maharashtra,black,83,35,71,31.2,47.4,6.3,193.8,Annual,12,oranges
thiruvananthapuram,kerala,laterite,69,42,58,24.4,85.8,6.0,376.6,Kharif,8,tapioca
jaipur,rajasthan,sandy,44,27,20,22.4,17.6,7.4,56.6,Rabi,12,barley
kochi,kerala,loamy,74,61,49,25.8,80.2,6.5,220.8,Annual,12,coconut
siliguri,west_bengal,laterite,60,35,59,16.3,77.0,6.2,283.6,Kharif,7,maize
amritsar,punjab,alluvial,70,56,47,29.0,56.1,6.9,82.1,Kharif,9,rice
kochi,kerala,loamy,63,47,44,30.7,84.3,5.9,449.4,Annual,3,pepper
lucknow,uttar_pradesh,alluvial,92,57,62,17.0,64.9,6.7,217.7,Kharif,9,sugarcane
madurai,tamil_nadu,loamy,53,50,41,26.7,50.9,7.0,95.2,Annual,10,sugarcane
jodhpur,rajasthan,sandy,39,14,19,27.2,35.9,8.3,31.5,Kharif,9,pulses
nagpur,maharashtra,black,84,52,49,35.1,36.0,6.3,149.2,Annual,7,oranges
lucknow,uttar_pradesh,alluvial,70,41,43,24.9,46.9,7.5,185.4,Rabi,1,wheat
nagpur,maharashtra,black,67,38,71,31.9,51.9,6.1,80.5,Kharif,6,soybean
pune,maharashtra,black,64,39,49,21.4,55.5,6.3,182.4,Kharif,9,cotton
jodhpur,rajasthan,sandy,53,26,23,34.9,22.6,7.5,38.4,Kharif,6,millets
nagpur,maharashtra,black,66,61,46,35.9,37.3,6.2,182.9,Kharif,8,cotton
nagpur,maharashtra,black,65,60,51,22.4,31.2,6.7,67.1,Kharif,8,cotton
chennai,tamil_nadu,clay,87,35,55,30.0,58.0,7.1,228.3,Annual,9,banana
siliguri,west_bengal,laterite,61,30,36,28.0,65.0,5.9,260.2,Annual,1,tea
chennai,tamil_nadu,clay,63,37,45,33.7,56.0,6.0,130.6,Annual,10,banana
jaipur,rajasthan,sandy,31,39,42,30.9,18.0,8.2,96.2,Kharif,7,bajra
jodhpur,rajasthan,sandy,26,30,39,30.5,37.8,8.3,75.8,Kharif,6,pulses
madurai,tamil_nadu,loamy,82,38,38,29.6,57.1,7.0,145.3,Kharif,6,groundnut
jodhpur,rajasthan,sandy,20,30,18,23.7,38.7,7.8,33.6,Kharif,8,pulses
amritsar,punjab,alluvial,71,55,64,11.3,50.9,7.4,93.2,Kharif,6,maize
kochi,kerala,loamy,63,59,43,29.0,82.0,6.4,226.4,Kharif,9,rice
mahendragarh,haryana,sandy_loam,55,19,24,32.3,47.1,7.9,96.5,Rabi,11,gram
siliguri,west_bengal,laterite,70,49,38,22.0,72.1,6.3,158.1,Kharif,9,rice
siliguri,west_bengal,laterite,83,25,40,25.4,73.7,6.0,293.3,Kharif,6,maize
kolkata,west_bengal,alluvial,87,46,41,20.2,79.5,6.7,172.8,Kharif,9,jute
thiruvananthapuram,kerala,laterite,75,35,40,31.8,72.2,5.9,353.7,Kharif,7,rice
siliguri,west_bengal,laterite,72,36,49,18.4,76.7,5.0,310.2,Kharif,9,maize
madurai,tamil_nadu,loamy,54,43,54,31.0,56.1,6.8,208.0,Kharif,8,groundnut
kolkata,west_bengal,alluvial,90,34,42,24.5,82.1,6.8,281.0,Annual,12,tea
lucknow,uttar_pradesh,alluvial,64,30,50,34.1,48.7,6.5,246.1,Kharif,9,rice
lucknow,uttar_pradesh,alluvial,70,39,62,15.5,69.9,6.2,162.3,Kharif,8,sugarcane
pune,maharashtra,black,68,47,53,24.6,42.7,6.0,187.8,Rabi,12,wheat
kochi,kerala,loamy,59,30,60,30.0,75.7,5.6,427.9,Annual,10,pepper
siliguri,west_bengal,laterite,79,50,57,22.2,69.7,5.4,292.6,Kharif,8,rice
pune,maharashtra,black,64,39,70,16.7,35.1,6.0,76.6,Kharif,8,soybean
thiruvananthapuram,kerala,laterite,76,38,59,31.9,78.8,6.2,308.7,Annual,8,coconut
siliguri,west_bengal,laterite,70,32,52,19.4,78.6,6.4,172.2,Annual,6,tea
jodhpur,rajasthan,sandy,51,20,40,24.2,17.0,7.9,49.4,Kharif,9,millets
jodhpur,rajasthan,sandy,43,18,19,30.3,38.2,7.5,57.0,Kharif,8,millets
chennai,tamil_nadu,clay,74,58,64,24.2,63.9,6.4,208.9,Kharif,7,groundnut
lucknow,uttar_pradesh,alluvial,87,54,49,22.2,41.5,6.1,79.3,Rabi,1,wheat
jaipur,rajasthan,sandy,57,29,23,28.0,39.2,8.1,68.1,Kharif,6,bajra
madurai,tamil_nadu,loamy,92,53,36,24.8,62.2,6.3,112.0,Annual,8,sugarcane
mahendragarh,haryana,sandy_loam,43,17,46,17.5,53.9,7.7,107.3,Rabi,2,barley
siliguri,west_bengal,laterite,73,30,45,18.4,78.8,6.0,230.6,Annual,3,tea
amritsar,punjab,alluvial,105,56,61,14.8,36.4,6.9,70.1,Kharif,7,rice
mahendragarh,haryana,sandy_loam,38,19,35,33.6,54.4,7.7,142.6,Rabi,2,mustard
pune,maharashtra,black,80,43,43,21.8,39.4,6.9,120.4,Rabi,2,gram
jodhpur,rajasthan,sandy,46,31,37,22.7,17.9,8.4,46.6,Kharif,6,pulses
siliguri,west_bengal,laterite,60,26,57,19.3,69.3,5.4,151.2,Kharif,7,maize
thiruvananthapuram,kerala,laterite,80,36,53,27.3,71.5,6.4,311.2,Kharif,7,rice
jaipur,rajasthan,sandy,25,25,26,35.0,37.1,7.6,25.8,Rabi,1,barley
jaipur,rajasthan,sandy,56,37,30,27.6,19.8,8.3,78.7,Kharif,9,pulses
lucknow,uttar_pradesh,alluvial,93,38,39,32.0,59.1,7.3,202.4,Kharif,7,rice
amritsar,punjab,alluvial,81,41,57,11.6,63.3,6.6,52.4,Kharif,7,rice
thiruvananthapuram,kerala,laterite,73,50,63,27.9,80.9,6.5,203.5,Kharif,9,rice
amritsar,punjab,alluvial,80,59,63,21.1,38.4,6.8,106.3,Rabi,1,wheat
chennai,tamil_nadu,clay,62,46,51,35.3,80.1,7.4,81.3,Annual,4,banana
chennai,tamil_nadu,clay,61,40,66,35.9,84.5,7.2,82.4,Annual,3,sugarcane
nagpur,maharashtra,black,77,50,44,19.1,51.9,6.9,123.1,Kharif,9,cotton
thiruvananthapuram,kerala,laterite,55,42,64,25.6,86.0,5.1,255.3,Kharif,7,rice
mahendragarh,haryana,sandy_loam,37,21,25,20.3,38.4,7.3,56.4,Rabi,1,wheat
chennai,tamil_nadu,clay,88,40,57,33.4,68.0,6.4,174.4,Annual,2,sugarcane
jodhpur,rajasthan,sandy,45,34,25,27.7,14.7,7.8,61.0,Kharif,6,millets
lucknow,uttar_pradesh,alluvial,66,52,54,15.7,64.2,6.2,193.1,Kharif,8,sugarcane
thiruvananthapuram,kerala,laterite,84,32,40,31.2,72.1,5.6,256.6,Annual,3,coconut
mahendragarh,haryana,sandy_loam,28,19,46,20.8,36.8,7.4,63.0,Kharif,9,bajra
amritsar,punjab,alluvial,105,60,44,16.3,41.2,7.0,114.8,Kharif,7,rice
madurai,tamil_nadu,loamy,51,44,58,22.0,71.5,6.4,194.2,Kharif,8,groundnut
siliguri,west_bengal,laterite,66,49,48,26.0,60.5,5.1,152.0,Kharif,9,maize
kochi,kerala,loamy,93,32,50,25.3,76.2,5.9,406.3,Kharif,7,rice
nagpur,maharashtra,black,77,43,74,28.3,31.4,6.2,185.8,Kharif,6,cotton
kolkata,west_bengal,alluvial,66,35,40,33.4,67.3,6.1,147.7,Kharif,7,rice
kolkata,west_bengal,alluvial,71,31,43,28.7,81.9,7.0,171.1,Annual,6,tea
thiruvananthapuram,kerala,laterite,64,42,53,28.0,80.0,5.8,332.9,Kharif,6,tapioca
pune,maharashtra,black,65,36,45,20.6,43.6,6.9,142.9,Rabi,12,wheat
amritsar,punjab,alluvial,92,58,58,26.3,65.0,6.7,55.2,Rabi,11,wheat
thiruvananthapuram,kerala,laterite,55,35,63,28.6,78.0,5.5,311.7,Annual,5,coconut
kolkata,west_bengal,alluvial,79,34,41,21.7,67.3,6.5,155.7,Annual,10,tea
jaipur,rajasthan,sandy,48,23,25,21.4,15.4,7.3,97.5,Rabi,1,barley
nagpur,maharashtra,black,96,41,68,24.2,69.4,6.1,78.5,Annual,2,oranges
siliguri,west_bengal,laterite,77,32,38,21.3,65.8,5.6,338.8,Kharif,6,rice
lucknow,uttar_pradesh,alluvial,80,34,56,32.2,65.2,6.6,132.8,Rabi,2,wheat
amritsar,punjab,alluvial,109,53,38,18.7,58.0,6.5,108.5,Kharif,6,maize
amritsar,punjab,alluvial,90,67,39,14.0,40.7,7.2,47.5,Kharif,8,maize
kochi,kerala,loamy,77,30,60,24.7,78.1,6.3,225.1,Annual,6,coconut
madurai,tamil_nadu,loamy,65,51,61,22.6,71.3,6.5,162.8,Annual,5,sugarcane
madurai,tamil_nadu,loamy,79,49,39,26.9,68.5,6.9,101.5,Annual,5,sugarcane
ludhiana,punjab,alluvial,110,65,51,16.7,68.0,7.3,138.6,Kharif,8,rice
kochi,kerala,loamy,89,60,71,24.3,82.4,5.9,343.6,Kharif,8,rice
pune,maharashtra,black,87,48,70,23.2,38.3,6.9,192.0,Kharif,7,soybean
amritsar,punjab,alluvial,115,57,56,14.5,48.0,6.6,102.4,Kharif,9,rice
madurai,tamil_nadu,loamy,83,46,41,32.8,63.5,7.0,124.9,Kharif,8,groundnut
siliguri,west_bengal,laterite,59,37,60,17.2,78.5,5.4,246.5,Kharif,9,maize
madurai,tamil_nadu,loamy,73,39,64,24.8,69.5,6.9,183.2,Kharif,7,groundnut
ludhiana,punjab,alluvial,105,45,35,13.0,50.5,7.3,130.0,Kharif,7,sugarcane
kolkata,west_bengal,alluvial,89,50,52,22.4,86.5,6.3,151.0,Annual,11,tea
siliguri,west_bengal,laterite,79,33,40,23.4,62.3,6.4,308.6,Annual,10,tea
pune,maharashtra,black,68,48,46,26.3,62.6,6.6,151.7,Kharif,6,sorghum
siliguri,west_bengal,laterite,69,26,39,20.3,60.0,6.4,328.4,Annual,12,tea
lucknow,uttar_pradesh,alluvial,87,36,40,11.7,73.4,7.0,63.6,Kharif,8,rice
pune,maharashtra,black,53,53,40,25.9,43.6,6.8,135.4,Rabi,11,wheat
amritsar,punjab,alluvial,89,66,49,9.4,63.5,6.7,142.3,Rabi,12,wheat
kochi,kerala,loamy,56,63,49,27.2,84.9,5.8,270.2,Kharif,9,rice
ludhiana,punjab,alluvial,100,53,57,11.5,48.4,7.2,157.0,Kharif,6,sugarcane
kolkata,west_bengal,alluvial,78,40,47,26.5,66.0,6.4,200.0,Kharif,6,rice
siliguri,west_bengal,laterite,82,32,56,16.4,84.6,6.3,307.3,Kharif,7,maize
ludhiana,punjab,alluvial,88,62,32,34.1,49.0,7.4,157.3,Rabi,1,wheat
siliguri,west_bengal,laterite,83,34,38,26.9,64.9,5.3,244.0,Kharif,8,rice
siliguri,west_bengal,laterite,70,38,59,15.4,81.5,5.3,200.2,Kharif,8,maize
nagpur,maharashtra,black,77,63,67,32.6,48.9,6.9,74.0,Kharif,6,cotton
jodhpur,rajasthan,sandy,25,25,34,35.5,15.7,7.8,22.8,Kharif,6,pulses
amritsar,punjab,alluvial,98,49,43,27.1,37.3,7.0,66.3,Kharif,7,rice
kolkata,west_bengal,alluvial,85,36,56,31.5,77.2,6.4,257.0,Kharif,8,jute
mahendragarh,haryana,sandy_loam,43,39,37,19.2,29.0,7.8,37.8,Rabi,1,barley
jodhpur,rajasthan,sandy,49,15,21,33.3,32.0,7.8,55.7,Kharif,8,millets
mahendragarh,haryana,sandy_loam,39,31,47,18.4,55.4,7.5,142.7,Rabi,1,gram
amritsar,punjab,alluvial,87,47,45,27.3,53.1,7.3,43.9,Rabi,2,wheat
thiruvananthapuram,kerala,laterite,84,32,43,29.4,70.9,5.7,322.5,Kharif,9,rice
siliguri,west_bengal,laterite,64,32,49,21.6,82.7,5.4,192.5,Kharif,6,maize
mahendragarh,haryana,sandy_loam,30,32,44,21.3,46.1,7.9,134.2,Rabi,2,mustard
nagpur,maharashtra,black,68,56,64,31.6,46.2,6.9,186.2,Kharif,9,soybean
thiruvananthapuram,kerala,laterite,69,52,37,28.2,84.7,6.1,305.7,Kharif,8,rice
mahendragarh,haryana,sandy_loam,55,37,25,24.4,24.4,7.8,60.0,Rabi,2,barley
mahendragarh,haryana,sandy_loam,26,24,27,19.1,50.1,7.4,63.9,Rabi,2,mustard
mahendragarh,haryana,sandy_loam,53,23,49,20.6,40.4,7.2,71.5,Rabi,12,barley
madurai,tamil_nadu,loamy,63,30,61,27.3,67.5,6.9,96.8,Annual,11,banana
amritsar,punjab,alluvial,96,53,63,29.3,62.3,7.1,133.1,Rabi,12,wheat
chennai,tamil_nadu,clay,88,51,72,29.2,61.5,7.1,195.0,Annual,9,sugarcane
thiruvananthapuram,kerala,laterite,80,54,41,28.6,73.7,6.0,217.2,Kharif,9,rice
jodhpur,rajasthan,sandy,21,33,25,39.6,29.1,8.3,69.1,Kharif,9,pulses
madurai,tamil_nadu,loamy,58,34,61,23.5,61.4,6.3,199.9,Annual,10,banana
siliguri,west_bengal,laterite,72,37,56,24.4,60.7,5.6,187.4,Kharif,6,maize
mahendragarh,haryana,sandy_loam,35,33,49,34.1,55.9,7.0,44.9,Rabi,2,wheat
thiruvananthapuram,kerala,laterite,82,49,37,29.4,80.2,5.8,215.1,Kharif,7,tapioca
ludhiana,punjab,alluvial,90,70,58,28.8,63.2,6.7,63.6,Kharif,9,rice
kochi,kerala,loamy,74,46,50,26.8,79.4,5.5,379.5,Kharif,9,rice
chennai,tamil_nadu,clay,102,42,45,32.1,62.1,6.5,196.8,Annual,11,banana
madurai,tamil_nadu,loamy,57,39,46,32.1,65.3,6.4,83.7,Kharif,6,groundnut
siliguri,west_bengal,laterite,57,44,45,25.7,71.0,5.0,201.7,Kharif,7,maize
chennai,tamil_nadu,clay,77,42,75,34.9,77.3,6.4,213.7,Annual,3,banana
thiruvananthapuram,kerala,laterite,54,44,58,28.3,77.5,5.8,384.0,Kharif,7,rice
siliguri,west_bengal,laterite,85,45,43,23.6,76.9,5.5,279.0,Kharif,9,maize
chennai,tamil_nadu,clay,84,55,56,34.6,72.4,7.1,104.1,Annual,2,sugarcane
lucknow,uttar_pradesh,alluvial,81,30,41,34.4,71.0,6.2,70.3,Kharif,6,sugarcane
chennai,tamil_nadu,clay,100,44,42,29.4,56.4,6.0,186.9,Annual,7,sugarcane
mahendragarh,haryana,sandy_loam,54,20,32,13.8,26.6,7.9,91.5,Rabi,11,gram
madurai,tamil_nadu,loamy,83,40,59,34.3,66.5,6.0,100.6,Annual,5,banana
jodhpur,rajasthan,sandy,49,30,23,24.0,22.6,7.5,75.6,Kharif,7,pulses
madurai,tamil_nadu,loamy,88,42,62,23.4,70.0,6.4,98.5,Annual,12,sugarcane
jodhpur,rajasthan,sandy,21,17,34,24.6,11.7,8.3,22.3,Kharif,7,millets
siliguri,west_bengal,laterite,83,33,43,18.5,68.2,5.9,276.0,Annual,11,tea
amritsar,punjab,alluvial,91,56,56,28.4,49.5,6.5,61.4,Kharif,8,maize
kochi,kerala,loamy,97,39,59,25.1,88.2,5.7,349.2,Annual,11,banana
chennai,tamil_nadu,clay,74,49,63,27.0,60.5,7.4,176.9,Annual,3,sugarcane
siliguri,west_bengal,laterite,62,44,47,23.4,71.2,5.2,300.8,Kharif,6,maize
pune,maharashtra,black,58,57,54,15.8,47.4,6.7,119.5,Kharif,8,groundnut
jodhpur,rajasthan,sandy,43,34,23,37.0,39.1,8.4,67.9,Kharif,9,millets
nagpur,maharashtra,black,69,38,62,33.7,52.8,7.0,94.8,Annual,9,oranges
kolkata,west_bengal,alluvial,73,34,46,33.5,66.9,6.0,192.6,Kharif,9,jute
jaipur,rajasthan,sandy,43,33,22,22.8,32.4,7.9,68.5,Kharif,9,pulses
lucknow,uttar_pradesh,alluvial,68,53,36,34.7,47.4,6.8,95.1,Kharif,7,sugarcane
siliguri,west_bengal,laterite,55,37,48,20.2,84.2,6.4,263.8,Kharif,7,maize
siliguri,west_bengal,laterite,83,36,47,22.9,74.8,6.3,270.2,Annual,4,tea
lucknow,uttar_pradesh,alluvial,73,40,59,24.4,59.1,7.5,165.6,Kharif,7,rice
jaipur,rajasthan,sandy,53,34,25,28.2,38.4,7.0,32.1,Kharif,9,pulses
nagpur,maharashtra,black,63,51,56,34.1,62.5,6.1,88.0,Annual,3,oranges
jodhpur,rajasthan,sandy,29,14,27,22.2,10.1,7.6,30.8,Kharif,6,millets
madurai,tamil_nadu,loamy,75,34,61,30.0,68.7,6.1,190.9,Kharif,9,groundnut
kochi,kerala,loamy,73,34,53,26.1,75.3,6.0,343.7,Annual,1,coconut
kolkata,west_bengal,alluvial,64,31,58,28.6,73.0,6.3,240.8,Kharif,9,rice
nagpur,maharashtra,black,78,64,40,23.9,68.8,6.6,67.8,Kharif,7,cotton
amritsar,punjab,alluvial,84,40,53,31.2,64.8,6.9,153.1,Rabi,1,wheat
ludhiana,punjab,alluvial,78,69,60,23.3,69.3,7.3,188.2,Kharif,9,maize
lucknow,uttar_pradesh,alluvial,85,47,39,32.9,43.4,7.0,106.7,Kharif,8,rice
mahendragarh,haryana,sandy_loam,51,18,49,23.2,42.9,8.0,39.9,Rabi,2,mustard
thiruvananthapuram,kerala,laterite,50,39,42,30.4,75.5,5.4,336.4,Kharif,8,tapioca
kolkata,west_bengal,alluvial,81,36,55,29.2,69.5,6.4,122.3,Kharif,6,rice
jaipur,rajasthan,sandy,37,35,25,21.6,44.7,7.5,42.6,Rabi,2,barley
ludhiana,punjab,alluvial,79,62,40,30.5,62.3,7.1,158.3,Kharif,6,rice
chennai,tamil_nadu,clay,90,41,53,29.5,60.7,7.1,217.8,Annual,9,sugarcane
lucknow,uttar_pradesh,alluvial,88,39,52,25.8,71.2,6.7,64.9,Rabi,1,wheat
kochi,kerala,loamy,69,50,44,30.5,88.3,6.2,317.6,Annual,3,pepper
kolkata,west_bengal,alluvial,85,45,60,20.5,87.6,6.6,260.6,Kharif,6,rice
kolkata,west_bengal,alluvial,82,37,61,22.3,76.1,6.3,168.2,Kharif,9,rice
siliguri,west_bengal,laterite,56,44,37,22.3,68.9,5.0,219.3,Annual,5,tea
kochi,kerala,loamy,75,58,56,25.9,87.0,5.9,291.4,Kharif,6,rice
chennai,tamil_nadu,clay,85,36,71,33.9,55.1,6.4,179.9,Annual,2,banana
lucknow,uttar_pradesh,alluvial,80,58,44,13.0,51.1,6.0,204.6,Kharif,8,rice
chennai,tamil_nadu,clay,69,40,45,33.7,55.7,6.3,145.0,Annual,9,banana
thiruvananthapuram,kerala,laterite,65,46,46,31.3,79.8,5.6,388.7,Kharif,6,rice
madurai,tamil_nadu,loamy,92,44,52,29.0,53.8,6.3,165.1,Kharif,6,groundnut
kolkata,west_bengal,alluvial,69,52,53,29.9,66.2,6.2,162.6,Kharif,9,rice
kochi,kerala,loamy,67,33,52,28.2,82.0,5.8,205.2,Annual,3,pepper
jodhpur,rajasthan,sandy,51,11,31,37.8,28.2,8.0,77.8,Kharif,9,millets
chennai,tamil_nadu,clay,103,57,47,31.2,73.5,6.8,202.9,Annual,1,sugarcane
kochi,kerala,loamy,60,35,52,28.8,88.7,6.3,294.6,Annual,4,banana
ludhiana,punjab,alluvial,105,50,47,9.3,44.9,6.9,78.0,Kharif,8,maize
ludhiana,punjab,alluvial,72,49,44,29.6,60.2,6.7,52.7,Rabi,2,wheat
pune,maharashtra,black,93,30,65,24.1,44.5,6.7,101.5,Rabi,2,wheat
kochi,kerala,loamy,95,42,45,27.1,76.0,5.9,218.4,Kharif,7,rice
chennai,tamil_nadu,clay,75,53,57,29.1,78.8,7.2,249.6,Annual,6,banana
amritsar,punjab,alluvial,85,50,57,26.7,46.3,6.5,67.9,Kharif,7,rice
mahendragarh,haryana,sandy_loam,29,38,37,17.5,25.2,7.5,92.2,Rabi,2,barley
jaipur,rajasthan,sandy,49,31,32,21.1,42.8,7.1,43.7,Kharif,7,bajra
siliguri,west_bengal,laterite,68,25,46,15.6,78.3,6.3,167.5,Kharif,7,rice
madurai,tamil_nadu,loamy,50,49,52,29.6,50.3,6.2,86.1,Annual,5,banana
ludhiana,punjab,alluvial,85,60,30,11.9,44.1,7.1,100.8,Kharif,6,rice
kochi,kerala,loamy,78,59,63,25.6,76.7,6.1,246.7,Annual,8,coconut
siliguri,west_bengal,laterite,74,47,52,20.6,63.3,6.5,219.8,Annual,1,tea
lucknow,uttar_pradesh,alluvial,80,38,60,17.1,65.2,7.4,68.3,Rabi,1,wheat
nagpur,maharashtra,black,98,44,58,34.7,39.0,6.1,138.0,Annual,9,oranges
madurai,tamil_nadu,loamy,95,47,54,27.1,65.7,6.5,119.7,Kharif,6,groundnut
lucknow,uttar_pradesh,alluvial,85,42,40,32.5,63.9,7.0,88.4,Rabi,1,wheat
jaipur,rajasthan,sandy,28,25,42,29.0,15.4,8.5,60.8,Kharif,9,pulses
thiruvananthapuram,kerala,laterite,69,47,48,24.2,70.2,5.7,320.9,Annual,3,coconut
thiruvananthapuram,kerala,laterite,51,34,41,26.8,87.9,5.5,260.3,Annual,7,coconut
ludhiana,punjab,alluvial,70,42,44,14.2,61.8,7.5,113.5,Kharif,7,maize
thiruvananthapuram,kerala,laterite,77,31,46,28.2,80.3,5.6,219.4,Kharif,8,rice
nagpur,maharashtra,black,75,53,60,23.5,52.7,6.1,112.6,Kharif,7,cotton
nagpur,maharashtra,black,83,41,46,30.2,42.8,6.9,188.5,Annual,12,oranges
chennai,tamil_nadu,clay,89,38,45,33.1,83.0,7.0,170.4,Annual,6,sugarcane
siliguri,west_bengal,laterite,82,47,47,22.5,70.7,5.6,174.6,Kharif,8,maize
pune,maharashtra,black,95,49,66,20.0,58.5,6.5,136.6,Kharif,8,soybean
mahendragarh,haryana,sandy_loam,28,39,25,34.3,59.8,7.7,130.2,Kharif,9,bajra
thiruvananthapuram,kerala,laterite,84,38,42,30.8,84.5,5.2,220.8,Kharif,6,tapioca
mahendragarh,haryana,sandy_loam,52,30,27,15.4,54.0,7.1,111.8,Rabi,1,gram
kochi,kerala,loamy,98,38,53,28.0,87.9,5.8,210.0,Annual,4,pepper
